微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
L8b0LxwSY,“鄙人愿把燕督亢图献给秦王您！”　　　　　　　　　　　　　　　　　　　　　　　　　　▲　　　　　　　▊▲　　　　　　　▊▲▼　　　　　　　▊▲▼▲　　　　　　　▊▲▼▲▼　　　　　　　▊▲▼▲▼▲　　　　　　　▊▲▼▲▼▲▼　　　　　　　▊▲▼▲▼▲▼▲　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　　　　　　　▊▲▼▲▼▲▼▲▌　 ███████████████████　 ███████████████████　 ███████████████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 ████████　　　　　　 █████████　　　　　　 █████████　　　　　　 █████████                                 ,,无,无,无,2021-12-28 21:17,微博 weibo.com,8805,506,266
L8aV5k2Pk,是不是努力划水才能上岸呢——@小明是个段子手  ,,无,无,无,2021-12-28 21:03,微博 weibo.com,796,38,41
L8aG7wz3C,莫等闲，白了少年头，洗海带——@墨不转转  ,,无,无,无,2021-12-28 20:26,微博 weibo.com,627,24,45
L892CD2Ib,小明驾车撞到正在过人行道的汽车人被判全责。——@那为什么不再睡会儿呢  ,,无,无,无,2021-12-28 16:16,无,588,6,36
L88GSjnzs,小王觉得这周过的不好，于是7天无理由退换回到了一周前——@抽了风的常疯  ,,无,无,无,2021-12-28 15:23,无,1281,45,74
L88saq1pR,不是手表坏了，而是表里的时间用完了。——@饭希fanxi  ,,无,无,无,2021-12-28 14:46,无,2263,154,196
L87wniZCH,科技这么发达为什么没人发明不用脱裤子就能上厕所的马桶呢？——@患病山龙青  ,,无,无,无,2021-12-28 12:24,无,1991,9,123
L7ZVE9xk4,参考答案：(ﾉ)`ᝫ´(ヾ)——@-桜尾幸生  ,,无,无,无,2021-12-27 17:04,无,4342,239,122
L7ZAA54Ce,“该我下注了。”注：下注一般指下赌注，在本文中指作者在下文写注解。——@饭希fanxi  ,,无,无,无,2021-12-27 16:12,无,1423,21,51
L7T8D2ina,#弱智吧每周最佳# 2021年第44周，还是四选一1.皱纹是时间吹过身体时泛起的涟漪。2.小兰和新一结婚后，侦探事务所毛利率大幅下降3.冷知识：冰箱里的奶酪。4.“我年轻的时候是白手起家。”满手鲜血的老资本家自豪地回忆道。 2021年第44周最佳  ,,无,无,无,2021-12-26 23:47,无,24788,197,297
L7SPlo486,穷人的力气通常都很大，他们甚至可以举起整个法国——-  ,,无,无,无,2021-12-26 23:00,微博 weibo.com,4491,99,99
L7Sr07jUl,住海南的老王北上广深。——王小波大  ,,无,无,无,2021-12-26 22:00,微博 weibo.com,1277,22,58
L7S2CAaI2,喜事说白了就是丧事——释放X啊啊啊啊  ,,无,无,无,2021-12-26 21:00,微博 weibo.com,1724,41,45
L7REhvwB8,其他人以外的所有人，竟然都是我——Shiro  ,,无,无,无,2021-12-26 20:00,微博 weibo.com,2135,151,86
L7RfVC2su,演戏的老艺术家叫老戏骨，那开锁的老师傅是不是叫老锁骨？——蓝凌池雪  ,,无,无,无,2021-12-26 19:00,微博 weibo.com,1402,28,70
L7QRAbp4U,路灯是树，结出资本家落到人群里——桃核火车  ,,无,无,无,2021-12-26 18:00,微博 weibo.com,1329,21,49
L7QtdBTaZ,为什么大家都在扮鬼？因为当人不让。——颜值王皇帝  ,,无,无,无,2021-12-26 17:00,微博 weibo.com,836,24,53
L7Q4RDZZ4,现在的人为了活着连命都可以不要——异界逆天金鱼  ,,无,无,无,2021-12-26 16:00,微博 weibo.com,1225,46,48
L7PGxfoVp,电脑不需要呼吸，为什么不能在真空环境下运行？——在捡垃圾我是  ,,无,无,无,2021-12-26 15:00,微博 weibo.com,1214,7,80
L7OTO8OwC,为什么要用真的假条才能出校门啊——神之大厕所  ,,无,无,无,2021-12-26 13:00,微博 weibo.com,3332,153,134
L7OvsqjIv,裸考的人是不是都透题了——banana  ,,无,无,无,2021-12-26 12:00,微博 weibo.com,2410,53,76
L7O76bXfr,朱温指着唐昭宗对部下说:此帝不宜久留——尽量不被度娘封  ,,无,无,无,2021-12-26 11:00,微博 weibo.com,868,11,33
L7NIKe4op,上帝打开ps拉高了自然饱和度，顿时地球上多出了一片森林——摧铩  ,,无,无,无,2021-12-26 10:00,微博 weibo.com,1680,20,59
L7NknjEVO,不敢相信，地球已经2021岁了！——Εχ  ,,无,无,无,2021-12-26 09:00,微博 weibo.com,3271,46,110
L7MW2B0k6,没入水中，到底是入了还是没入——GHOST  ,,无,无,无,2021-12-26 08:00,微博 weibo.com,1471,29,96
L7JoR9LqC,进化又称自然卷——贴吧用户_0XPQaUD  ,,无,无,无,2021-12-25 23:00,微博 weibo.com,2050,239,63
L7J0uhwH3,环保少女被可再生塑料绳捆住忍不住称赞犯人道德绑架——桃核火车  ,,无,无,无,2021-12-25 22:00,微博 weibo.com,1359,34,34
L7IC9f6yR,既然子弹口径叫7.62x39为什么不直接写＝297.18——knife222  ,,无,无,无,2021-12-25 21:00,微博 weibo.com,1565,7,73
L7IdNjqkC,小时候抓周抓到了两千万现金是不是代表长大了会发财？——坟场在逃尸体  ,,无,无,无,2021-12-25 20:00,微博 weibo.com,1382,17,75
L7HPr2PYI,我绕着村子走了三圈还没到罗马，我是不是碰到鬼打墙了？——江东小狸  ,,无,无,无,2021-12-25 19:00,微博 weibo.com,1468,13,74
L7Hr60oUz,你个扫黄的为什么要抓我这个赤身的？——摧铩  ,,无,无,无,2021-12-25 18:00,微博 weibo.com,1271,8,52
L7H2J5YhG,股票的规律找到了，不是涨就是跌——老子是癞蛤蟆pp  ,,无,无,无,2021-12-25 17:00,微博 weibo.com,1023,15,75
L7GEnoAHN,为什么希特勒不喜欢吃油炸食品？因为油太多了——RyouL0  ,,无,无,无,2021-12-25 16:00,微博 weibo.com,2271,79,84
L7Gg0xtpS,既然说眼睛不需要可以捐了，那么弱智吧的人是不是应该把自己的脑子给捐了——白帝圣剑  ,,无,无,无,2021-12-25 15:00,微博 weibo.com,1933,10,150
L7FRG5Au3,汤姆不厌其烦的总是抓杰瑞，鼠鼠真的生气了。——释放X啊啊啊啊  ,,无,无,无,2021-12-25 14:00,微博 weibo.com,1724,42,67
L7Ftjw4b7,经常在羊村玩的小灰灰被灰太狼夫妇警告禁止过羊节——北风DOLL  ,,无,无,无,2021-12-25 13:00,微博 weibo.com,970,110,56
L7FkWlmNy,陈奕迅为什么要过农历christmas啊？——@青矢唯  ,,无,无,无,2021-12-25 12:39,无,3295,214,162
L7F4XgAju,史上最实用拖延教学！明天再发——瞎说周树人  ,,无,无,无,2021-12-25 12:00,微博 weibo.com,842,4,33
L7EGAngZn,黑人唱歌厉害是不是因为他们有脑洞？——tensor  ,,无,无,无,2021-12-25 11:00,微博 weibo.com,1231,21,74
L7EigcXBO,班主任为班里的内卷行为举行了开卷考试——贴吧用户_5JaXKDy  ,,无,无,无,2021-12-25 10:00,微博 weibo.com,1362,30,39
L7DTTmWia,听说吃一堑长一智，我偷偷躲起来吃很多堑卷死你们——盛开季节热牛  ,,无,无,无,2021-12-25 09:00,微博 weibo.com,719,13,63
L7DvyiiXK,过去流行的未来主义在现在复兴——xxxxoYY  ,,无,无,无,2021-12-25 08:00,微博 weibo.com,889,43,45
L7D7btnFC,众所周知，考研报名需要缴纳150元左右，如果我用不着老师监考的服务，只要卷子和答题卡，是不是可以便宜点？——汉书下酒  ,,无,无,无,2021-12-25 07:00,微博 weibo.com,6800,79,250
L7Ajq6Foq,不是说北京二环内一套四合院价值10个e吗，为什么我掏出27块2说不用找了他们却赶我走？ ——@顾坪昕  ,,无,无,无,2021-12-24 23:51,微博 weibo.com,1839,28,107
L7x6qoEnr,“终于找到我的另一半了”，师爷望着树上说道 ——@人民日扳  ,,无,无,无,2021-12-24 15:41,微博 weibo.com,3707,235,105
L7wsRedd1,谁说当代大学生没有用，点名时能一个顶俩。——@饭希fanxi  ,,无,无,无,2021-12-24 14:04,无,2539,54,79
L7wielLlW,东厂特务比较能打是不是因为有阉无伤定律——@炸过的花椒实在是太难吃咯  ,,无,无,无,2021-12-24 13:38,无,755,7,66
L7w95zkUv,弱智是没有信息甄别能力的，也就是说每条投稿都有可能随机入选，比如这条。——@面包ProMax  ,,无,无,无,2021-12-24 13:15,无,3053,15,85
L7uLwyZH7,为什么耶稣的复活节比圣诞节早——@假CPbot  ,,无,无,无,2021-12-24 09:44,无,2073,20,91
L7qI6e6xO,据研究表明，身高1000米的人体温要比1米8的人低6度。——@面包ProMax  ,,无,无,无,2021-12-23 23:25,无,2005,19,99
L7qdnaMYR,越王勾践卧薪尝胆嗅到商机，后成为四川胆胆面一大宗师——@御手洗団子_  ,,无,无,无,2021-12-23 22:09,无,413,4,24
L7pCGrG81,算命先生为什么要我提供生辰八字呢？他算不出来吗？——@楠木兔  ,,无,无,无,2021-12-23 20:39,无,1648,25,73
L7oO8bQn0,上帝把我拖动到他的ppt里，右键点击，置于底层——@张酉虎  ,,无,无,无,2021-12-23 18:34,无,2425,75,87
L7otiheOn,有线卫星绕月飞行只为把月球捆成毛线球。——@饭希fanxi  ,,无,无,无,2021-12-23 17:43,无,1016,31,35
L7miei3kG,锄禾日当午汗滴禾下土谁知盘中餐粒粒分开还沾着蛋 ——@南风公公三号机  ,,无,无,无,2021-12-23 12:10,无,1025,6,74
L7m9ggEhP,你们公司不能没有你啊，要是没了你，就不叫你们公司了——@日淡烟晴  ,,无,无,无,2021-12-23 11:48,无,1356,30,52
L7lzArLjX,没关系的，他们再聪明也掩盖不了他们脱离了智力就是傻子的事实——@十年老屑酸  ,,无,无,无,2021-12-23 10:20,无,1428,34,49
L7lhgBBw8,根据小程序投票结果，中国互联网普及率已达到100%. ——@顾坪昕  ,,无,无,无,2021-12-23 09:35,无,2736,36,79
L7hxSuqwm,我悟了，谢谢大师帮我打开了智窗。 ——@宇宙级树莓酱  ,,无,无,无,2021-12-23 00:05,无,668,7,59
L7hm6Bl3F,王师傅有十余年武汉公交车的驾驶经验，直接上手歼20简直是大材小用。——@饭希fanxi  ,,无,无,无,2021-12-22 23:36,无,1216,45,75
L7h4zaFU5,氢键:“折核糖，多是一件美事啊。” ——@新之助和破坏球都有屁屁神功  ,,无,无,无,2021-12-22 22:53,无,944,18,56
L7guRjV0y,大象妈妈发现从学校回来的孩子体无完肤，一问才知道同学们都来找小象借半块象皮。 ——@肉肉lin  ,,无,无,无,2021-12-22 21:25,无,1134,23,68
L7g6E0Nyu,英语国家的食人族会更喜欢吃大一新生吗 ——@一坨老蛇妖  ,,无,无,无,2021-12-22 20:25,无,1214,33,69
L7fTRqGpx,浴戴皇冠，必称其重——阿基米德——@皮下冰  ,,无,无,无,2021-12-22 19:54,无,709,26,32
L7eourB2z,鲁迅把自己比作野草，是不是没有润土活不了的意思——@炸过的花椒实在是太难吃咯  ,,无,无,无,2021-12-22 16:04,无,2579,63,87
L7dTnwz1v,贼喊捉贼是不是一种递归？——@你他娘的还真是个天才  ,,无,无,无,2021-12-22 14:47,无,829,17,89
L7dCxsEyM,曹冲摸象，称象很大。——@饭希fanxi  ,,无,无,无,2021-12-22 14:05,无,475,10,69
L782CrGb5,#弱智吧每周最佳# 2021年第43周1.我这是研究人体的论文，有70%的水分怎么了？ 2.我的母校，清华大学。这是两所学校 3.餐厅上菜慢食人族谓其厨师曰:“无语，城北徐公熟没？”4.有些国人愿意替日本发光发热，会不会他们上一辈子是原子弹呢？ 2021年第43周  ,,无,无,无,2021-12-21 23:53,无,26110,261,348
L77w7bll5,考古学家通过桌子是否有“早”字判断是否为鲁迅真迹。——@饭希fanxi  ,,无,无,无,2021-12-21 22:33,无,1196,35,52
L75DXsoNY,都说智商越低越容易发明永动机，为何我们弱智吧不发明出来造福人类呢？——@面包ProMax  ,,无,无,无,2021-12-21 17:47,无,2419,28,147
L6YfGlIvF,之前看到说把资本家挂在路灯上我是不信的，直到看见了吊威亚。 ——@顾坪昕  ,,无,无,无,2021-12-20 22:58,无,2953,102,90
L6XtA16Va,今日热搜：薇娅thefamily——@炸过的花椒实在是太难吃咯  ,,无,无,无,2021-12-20 20:59,无,1393,29,48
L6WR0eWnp,吉良吉影走进了我们教室，顿时全班都炸了——@昀朵Indiana   ,,无,无,无,2021-12-20 19:24,无,1309,51,58
L6WuEF0dF,为什么做异性恋？是被男人伤过吗？——@吴洋了二正   ,,无,无,无,2021-12-20 18:29,无,2876,29,99
L6W5GhnnQ,百亿补贴原来都补给主播去了——@美人驴战士  ,,无,无,无,2021-12-20 17:28,无,3974,211,79
L6UxkDo9X,思乡是一种异地恋——@皮下冰  ,,无,无,无,2021-12-20 13:30,无,1597,170,71
L6TBRBUuV,死神带走我，是不是在debug？——@救救卷宝  ,,无,无,无,2021-12-20 11:09,无,672,23,62
L6TkWlBXC,世上才共一石，天下人共分一石。——@白桃椰奶冻  ,,无,无,无,2021-12-20 10:27,无,1891,35,98
L6OPSlx7N,太阳与月亮不共戴天，却你追我赶——响亮的名字  ,,无,无,无,2021-12-19 23:00,微博 weibo.com,1111,47,75
L6Orw79Pe,每个月只有一天发工资 为什么我其他时间要去上班啊？——羽仙丶  ,,无,无,无,2021-12-19 22:00,微博 weibo.com,7313,645,166
L6O39jl49,根据时间的一维性，上一秒的我是不是已经不存在了？——吃米的中国人  ,,无,无,无,2021-12-19 21:00,微博 weibo.com,1047,13,88
L6NEOdAKr,杨振宁的生日是10月1日，那么杨振宁的父母为什么不给他取名叫杨国庆呢？——冰镇罗非鱼  ,,无,无,无,2021-12-19 20:00,微博 weibo.com,44583,2092,932
L6Ngsu0rg,主播直播时抓了一只飞蛾，结果发现掉粉了——月夜魔术师  ,,无,无,无,2021-12-19 19:00,微博 weibo.com,1246,8,44
L6MS6v2aD,王老汉通过喂大头鱼剁椒的方法成功研制出了速食剁椒鱼头。——幸运的哆啦A梦  ,,无,无,无,2021-12-19 18:00,微博 weibo.com,564,4,40
L6MtKBxPi,光年是像时间的距离单位，而火星是像距离的时间单位——蘑菇菌  ,,无,无,无,2021-12-19 17:00,微博 weibo.com,1321,37,55
L6M5oiM7P,为什么有流浪猫流浪狗，但却没有流浪鱼呢——淋湿的信条  ,,无,无,无,2021-12-19 16:00,微博 weibo.com,4689,147,123
L6LH3z29Z,终于盼到头了，狙击手如此说到——永乐大帝  ,,无,无,无,2021-12-19 15:00,微博 weibo.com,683,17,39
L6LiG8HV0,“默哀老子”，弟子们在李耳的追悼会上说。——恨这丿失身年代  ,,无,无,无,2021-12-19 14:00,微博 weibo.com,1626,64,78
L6KUl1SQL,冷知识：质子是酸的——零点零八三三  ,,无,无,无,2021-12-19 13:00,微博 weibo.com,1273,28,149
L6KvZ40oi,我把水泼向天空，天空以为上雨了——我爱伱拇亲  ,,无,无,无,2021-12-19 12:00,微博 weibo.com,1802,32,63
L6K7D8jvC,我把电脑涂成了黑色，这样程序就能跑的更快了——奥秘法  ,,无,无,无,2021-12-19 11:00,微博 weibo.com,889,8,88
L6JJgyNZ0,路上漂的垃圾袋装着没人要的风——xxxxoYY  ,,无,无,无,2021-12-19 10:00,微博 weibo.com,4729,583,143
L6JkUC1Mz,为什么只有人说明天会更好，却没有人说今天会更好——但另  ,,无,无,无,2021-12-19 09:00,微博 weibo.com,2304,177,105
L6IWzfMBu,“他老是问我送命题，这谁受得了！”犯罪嫌疑人十分不满王警官与他的相处模式。——王小波大  ,,无,无,无,2021-12-19 08:00,微博 weibo.com,705,8,17
L6FpmDrj0,蒙古征阿拉伯也称马来西亚——芝士轻黏  ,,无,无,无,2021-12-18 23:00,微博 weibo.com,853,14,39
L6F128fiX,食人族在饭圈过的不亦乐乎——不过是只鹦鹉  ,,无,无,无,2021-12-18 22:00,微博 weibo.com,1345,6,37
L6ECH6UGS,老板们给员工那么少的工资，产品谁来买啊？——界徐盛  ,,无,无,无,2021-12-18 21:00,微博 weibo.com,1738,43,79
L6EekxnIr,田忌赛马，因为会践踏庄稼——魏什么  ,,无,无,无,2021-12-18 20:00,微博 weibo.com,2635,204,84
L6DPXnyIt,小明在净身中途放弃，真是个半吊子——@雨声敲敲  ,,无,无,无,2021-12-18 19:00,微博 weibo.com,728,14,46
L6DrCgJzG,富翁每天打几份工啊，这么有钱——go没想过  ,,无,无,无,2021-12-18 18:00,微博 weibo.com,1484,24,67
L6D3fovak,如果我们长时间静止不动，高纬度生物会不会以为他们卡了——RLeeGI  ,,无,无,无,2021-12-18 17:00,微博 weibo.com,2114,28,86
L6CEUogIO,华容道太简单了，有什么可玩的，我一扣就把曹操扣出来了——江东小狸  ,,无,无,无,2021-12-18 16:00,微博 weibo.com,1396,25,67
L6CgzkIJM,西洋棋只能慢慢下，不能太快，不然就成了象棋——古戶绘梨花  ,,无,无,无,2021-12-18 15:00,微博 weibo.com,4347,356,138
L6BSbdgpX,在肚子里安个烘干机是不是就不会拉稀了——不是弱者吧  ,,无,无,无,2021-12-18 14:00,微博 weibo.com,1220,11,105
L6BC1hYp4,"#弱智吧每周最佳# 2021年第42周，还是四选一1.晚上睡不着觉，我妈告诉我，躺平了才能睡着，卷着是睡不着的。2.""老师：小明背一下26个字母小明：AB老师：怎么不继续说小明：在等CD""3.人生就像是一盒巧克力，但总有人是狗。 4.希望死后能下R18地狱 2021年第42周  ",,无,无,无,2021-12-18 13:20,无,21245,225,315
L6Bclnsn4,“华语乐坛完了吗，华语乐坛到底有完没完”“没完了”——@一片大水塘  ,,无,无,无,2021-12-18 12:16,无,2533,54,82
L6AYtvAgP,多的是，你不知道的事，今天可算知道了 ——@人民日扳  ,,无,无,无,2021-12-18 11:42,无,1171,17,66
L6xderAa8,某人不止在花田里犯错，甚至还在家里犯错 ——@人民日扳  ,,无,无,无,2021-12-18 02:08,无,2253,51,81
